Uniprot Accession,Description,Gene,Molecular weight (Da),Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P76014,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL OS=Escherichia coli (strain K12) GN=dhaL PE=1 SV=3",dhaL,22599.29494,1.5708454663851565e-06,2.1593594016787504e-06,4.8674084873906255e-06,8.407341932765626e-07,8.318843596631251e-07,1.9956374798301564e-06,3.668256032769845e-06,7.478109403354688e-07,1.3407497924357814e-06,1.30977537478875e-06,1.314200291595469e-06,1.13277870252e-06,4.4204918899120323e-07,4.6904118151218755e-07,1.1814527873939065e-06,9.292325294109375e-07,8.761335277303126e-07,1.1681780369737502e-06,1.1726029537804689e-06,8.761335277303126e-07,5.575395176465625e-07,9.425072798310939e-07
P20966,PTS system fructose-specific EIIBC component OS=Escherichia coli (strain K12) GN=fruA PE=4 SV=1,fruA,57463.64429,2.871380714514026e-06,4.73342760210797e-06,3.0976107102030095e-06,2.0012653464794724e-06,2.331909186332603e-06,4.855243753632807e-06,2.7495645629891887e-06,1.9838630391187816e-06,3.967726078237563e-06,3.5326683942202866e-06,3.7763006972699617e-06,4.019933000319636e-06,2.76696687034988e-06,3.4456568574168313e-06,3.6196799310237415e-06,4.472392991697604e-06,2.801771485071262e-06,3.8111053119913438e-06,3.4630591647775225e-06,2.906185329235408e-06,2.3145068789719116e-06,5.586140662781832e-05
P37188,Galactitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=gatB PE=1 SV=2,gatB,10197.27069,0.00010689134702179805,0.0005011144800746679,0.0004942498981558368,0.0006413480821307883,0.00040206836953153395,0.0003383258231423883,0.00029223505883023686,0.00022456989420175923,0.0006952840829216038,0.0010983331070129711,0.0007619685929902486,0.0005736829175023106,3.471517141808855e-05,1.9416960284693592e-05,8.727825582513785e-05,5.9035404501947176e-05,7.198004469174291e-05,0.00017259520253060968,0.0002471249490779184,0.0003226353501850602,0.00042658473352735917,0.00020103418476576698
P69828,Galactitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=gatA PE=4 SV=1,gatA,16878.77273,9.420116174524735e-05,0.00036021576315163763,0.00030096974947538144,0.0003762121868442268,0.0002571276993549519,0.00021387810937128482,0.0002239499316962484,0.0002038062870463213,0.000292082847423943,0.0003228907745355963,0.00021802533032862277,0.00017655312075524343,8.827656037762172e-06,5.40916104864219e-06,5.035911162481777e-05,2.565352392181893e-05,6.220831436006901e-05,0.00010427298407021089,0.00017003605925085526,0.0001137523462584119,0.00022158009114919816,0.0001321186104980513
P37676,"2,3-diketo-L-gulonate-binding periplasmic protein yiaO OS=Escherichia coli (strain K12) GN=yiaO PE=1 SV=1",yiaO,35929.55891,1.583654287060102e-07,1.436143430796156e-07,,5.98393096165065e-08,1.0854572442063971e-07,6.123092146805317e-08,9.90827638301224e-08,4.3418289768255886e-07,3.84084871026879e-08,5.232460561815452e-07,5.288125035877319e-07,3.813016473237856e-07,6.457078991176516e-08,3.312036206681058e-07,2.1208164617571143e-08,7.486871761321047e-08,1.4639756678270893e-08,,,2.727559229031459e-08,1.4973743522642094e-07,
P0A6I0,Cytidylate kinase OS=Escherichia coli (strain K12) GN=cmk PE=1 SV=1,cmk,24713.0717,1.578112202053782e-05,3.0024596254459132e-05,1.4688582803731353e-05,8.861706980763546e-06,1.0156568274756393e-05,1.0763534506315538e-05,1.1977466969433832e-05,1.0965856583501921e-05,9.347279966010861e-06,7.688238933082527e-06,7.485916855896145e-06,7.931025425706185e-06,1.0884927752627368e-05,9.26635113513631e-06,1.9341990579018148e-05,1.6833196821907005e-05,1.4931369296355015e-05,1.2989077355365744e-05,1.084446333719009e-05,1.0925392168064644e-05,1.084446333719009e-05,1.2017931384871109e-05
P0A9M5,Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1,gpt,16941.77839,5.619244792872067e-05,9.562160256778098e-05,0.00012277341564258297,4.202628458534571e-05,5.3654343663032654e-05,4.7161518797319135e-05,5.9025680597395666e-05,5.619244792872067e-05,5.2532855731682134e-05,4.497756861521549e-05,3.016212278526918e-05,2.4318580406127012e-05,2.8863557812126477e-05,2.9630891659892625e-05,8.322620964232788e-05,5.5189011358564943e-05,6.020619420934357e-05,6.492824865713523e-05,3.883889783308634e-05,2.7919146922568148e-05,4.9522546021214955e-05,4.940449466002017e-05
P09029,N5-carboxyaminoimidazole ribonucleotide synthase OS=Escherichia coli (strain K12) GN=purK PE=1 SV=2,purK,39418.26516,3.7799735578215893e-06,3.06964295635176e-06,3.4501772071391684e-06,1.5170632131391344e-06,2.3136482447874428e-06,2.7144776556168453e-06,2.7398466056693394e-06,3.52628405729665e-06,2.2679841346929534e-06,1.3141116127191833e-06,9.969997370630097e-07,7.864374516273104e-07,1.2633737126141954e-06,1.3521650377979242e-06,4.591779959501394e-06,5.657275861706137e-06,4.541042059396406e-06,4.769362609868851e-06,4.261983608818972e-06,2.1106966443674912e-06,3.754604607769095e-06,5.276741610918728e-06
P39377,Isoaspartyl dipeptidase OS=Escherichia coli (strain K12) GN=iadA PE=1 SV=1,iadA,41040.22097,3.703683762110114e-06,8.479486507988944e-06,7.066238756657454e-06,1.932250804837711e-06,2.0711389459168404e-06,2.2636330361844052e-06,1.978546851864087e-06,1.6958973015977888e-06,1.8420953448389774e-06,1.5375160880865011e-06,9.941466940400834e-07,7.699763610702605e-07,1.864025051325156e-06,2.173477576185672e-06,3.922980826971897e-06,3.4112876756277367e-06,3.4600203567081327e-06,3.143257929685557e-06,1.7811794934884825e-06,1.0038932302561625e-06,2.4220142496956925e-06,2.4025211772635347e-06
P41409,Pyrimidine-specific ribonucleoside hydrolase rihA OS=Escherichia coli (strain K12) GN=rihA PE=1 SV=2,rihA,33783.39389,2.3828274998690492e-06,1.9773028197671115e-05,9.679311707542597e-06,3.6112416768201738e-06,5.091258757484179e-06,4.824855682964658e-06,4.440051241992016e-06,3.729643043273294e-06,5.44646285684354e-06,3.7888437264998545e-06,2.6817909501631782e-06,2.4272280122889693e-06,8.288095651718432e-07,8.288095651718432e-07,1.6132186179237662e-06,1.4326565340827574e-06,1.3320153725976048e-06,2.077943981252264e-06,4.5584526084451375e-06,2.385787534030377e-06,5.12085909909746e-06,3.966445776179535e-06
P22564,Non-specific ribonucleoside hydrolase rihC OS=Escherichia coli (strain K12) GN=rihC PE=1 SV=1,rihC,32521.71177,7.041449774216482e-07,2.0201888653538114e-05,1.2207229521239927e-05,3.505350542623052e-06,6.0882404161347745e-06,2.5521411845413447e-06,3.5360992315934294e-06,4.212570388941738e-06,4.858292857319669e-06,6.334229927897796e-06,5.442517947756844e-06,4.70454941246778e-06,7.840915687446301e-07,8.148402577150077e-07,1.0546800316839534e-06,8.578884222735365e-07,4.7045494124677803e-07,1.0300810805076513e-06,5.227277124964201e-06,2.2815527216020213e-06,4.274067766882494e-06,1.426739168225523e-06
P07639,3-dehydroquinate synthase OS=Escherichia coli (strain K12) GN=aroB PE=3 SV=1,aroB,38838.30699,5.072311726943276e-06,4.119644042187433e-06,4.505860671142505e-06,3.5274452111229893e-06,3.681931862705018e-06,3.939409615341733e-06,4.171139592714775e-06,4.505860671142505e-06,3.5016974358593174e-06,3.7591751884960324e-06,3.5531929863866603e-06,2.883750829531203e-06,1.138051666654278e-06,8.187792533847522e-07,5.432780580634677e-06,6.694421568554577e-06,5.510023906425691e-06,4.583103996933518e-06,4.2741306937694605e-06,4.042400716396418e-06,4.093896266923762e-06,4.325626244296803e-06
P00887,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive OS=Escherichia coli (strain K12) GN=aroH PE=3 SV=4",aroH,38692.6325,4.988029697901791e-06,2.920452621051307e-06,1.9021709107024448e-06,1.6514771901343236e-06,2.333777625494983e-06,2.7912290537481523e-06,2.7395396268268902e-06,2.2639968991512794e-06,2.8429184806694144e-06,1.9564448089697696e-06,1.1449208063059552e-06,1.0932313793846931e-06,2.1425267458863134e-06,1.971951637046148e-06,5.168942692126208e-06,5.634147534417567e-06,6.20273123055145e-06,3.669949311409608e-06,2.3725446956859296e-06,2.4707546068363277e-06,3.101365615275725e-06,4.212688294082859e-06
P0AED7,Succinyl-diaminopimelate desuccinylase OS=Escherichia coli (strain K12) GN=dapE PE=1 SV=1,dapE,41224.8347,1.222564028861952e-06,2.57126561625728e-06,1.5791452039466879e-06,8.44151353261824e-07,7.883597408335999e-07,9.751403563541759e-07,9.993975791490561e-07,9.047944102490239e-07,1.336572975997888e-06,1.154643805036288e-06,8.465770755413121e-07,6.5494501546176e-07,4.22075676630912e-07,5.23956012369408e-07,1.5427593697543681e-06,7.859340185541119e-07,2.166169995582784e-06,1.4117703666620158e-06,7.3984529524384e-07,6.694993491386879e-07,1.1497923604773122e-06,1.569442314828736e-06
P60664,Imidazole glycerol phosphate synthase subunit hisF OS=Escherichia coli (strain K12) GN=hisF PE=1 SV=1,hisF,28418.56168,1.7066310584653067e-05,2.9980405398194664e-06,2.354095212604722e-05,4.64485154056537e-06,7.56547788804208e-06,9.85271538907806e-06,1.3899366352449405e-05,9.923091927571473e-06,7.56547788804208e-06,6.157947118173787e-06,6.615394618380983e-06,4.292968848098297e-06,4.715228079058785e-06,4.715228079058785e-06,1.1647317120660132e-05,1.886091231623514e-05,1.396974289094282e-05,1.0943551735725987e-05,1.090836346647928e-05,9.219326542637325e-06,9.254514811884034e-06,1.2527023851827816e-05
P00861,Diaminopimelate decarboxylase OS=Escherichia coli (strain K12) GN=lysA PE=1 SV=1,lysA,46130.41262,1.2052786186415862e-05,2.818097489629608e-06,2.427899375680893e-06,6.134781458193685e-06,1.0318572346643797e-05,8.519325487880278e-06,1.1836009456444355e-05,9.061267312809048e-06,1.222620757039307e-05,8.58435850687173e-06,5.3977405762905575e-06,3.208295603578323e-06,2.3845440296865915e-06,2.427899375680893e-06,1.1489166688489942e-05,1.1315745304512734e-05,1.4133842794142341e-05,1.278982706831899e-05,8.172482719925863e-06,6.26484749617659e-06,1.200943084042156e-05,1.5933089652905862e-05
P40874,N-methyl-L-tryptophan oxidase OS=Escherichia coli (strain K12) GN=solA PE=1 SV=1,solA,40858.33116,1.3510096578305767e-05,8.345911110873671e-06,8.761982925785262e-06,5.678156532911119e-06,7.513767481050491e-06,7.636141544259782e-06,8.859882176352697e-06,8.835407363710838e-06,6.755048289152883e-06,6.045278722538994e-06,5.017336591580947e-06,4.4299410881763486e-06,3.3285745192927255e-06,3.2062004560834343e-06,1.2677952948482586e-05,1.1331838253180382e-05,1.1356313065822238e-05,8.492759986724822e-06,8.22353704766438e-06,5.996329097255278e-06,8.027738546529515e-06,9.227004365980569e-06
P09158,Spermidine synthase OS=Escherichia coli (strain K12) GN=speE PE=1 SV=2,speE,32282.72207,1.7253811459648078e-05,1.8802627569131753e-05,1.2917126353093805e-05,5.234998450054804e-06,1.0965618055144382e-05,9.85047045631614e-06,8.983133435005285e-06,7.000648814866187e-06,9.230944012522673e-06,6.195264437934678e-06,5.080116839106437e-06,4.367661428743949e-06,2.552448948429088e-06,2.815747687041312e-06,1.3226889574990539e-05,9.107038723763976e-06,8.518488602160183e-06,7.775056869608023e-06,8.084820091504756e-06,7.589198936469982e-06,8.146772735884103e-06,9.509730912229732e-06
P0A6L4,N-acetylneuraminate lyase OS=Escherichia coli (strain K12) GN=nanA PE=1 SV=2,nanA,32554.82139,1.3546380571925477e-06,9.891008036644001e-05,1.345422832313687e-05,1.542014296396052e-06,2.7860696550422695e-06,2.592549932586191e-06,2.887437128709739e-06,2.039636439854539e-06,2.1840082962900256e-06,2.3867432436249653e-06,1.5665882294063479e-06,1.0013877701695478e-06,3.839677032858696e-08,1.2409836170199302e-07,3.993264114173043e-07,7.464332151877304e-07,2.187080037916313e-07,1.1580465931101826e-06,3.256046123864174e-06,6.665679329042696e-07,2.5034694254238695e-06,1.3822837318291303e-06
P22731,High-affinity branched-chain amino acid transport ATP-binding protein LivF OS=Escherichia coli (strain K12) GN=livF PE=1 SV=2,livF,26275.61303,3.6459663144917313e-06,1.1189082426519507e-06,1.3396452429030162e-06,1.7164204674694892e-06,5.023669660886309e-06,3.843868452647858e-06,4.681146729462243e-06,4.3005656945466135e-06,3.4328409349389784e-06,3.1892690725929757e-06,3.109347055260693e-06,2.39385470961931e-06,1.7050030364220204e-06,1.36628591534711e-06,5.061727764377873e-06,3.7106650904273884e-06,2.782047365233252e-06,3.269191089925258e-06,2.603174278822906e-06,3.7411115732206385e-06,3.703053469729076e-06,3.303443383067665e-06
P69874,Spermidine/putrescine import ATP-binding protein PotA OS=Escherichia coli (strain K12) GN=potA PE=1 SV=1,potA,42982.98678,4.141173364965495e-06,8.794177145825604e-06,7.142360803620265e-06,2.2497273280458616e-06,3.117512533176272e-06,3.4199577789321786e-06,3.04771747646337e-06,1.8891195350292037e-06,4.0248482704439935e-06,3.396692760027879e-06,2.2543803318267222e-06,2.419561966047256e-06,2.4428269849515566e-06,1.998465123879416e-06,3.4432227978364793e-06,3.629342949070884e-06,3.675872986879485e-06,4.583208724147205e-06,3.1873075898891735e-06,2.18923827889468e-06,3.350162722219277e-06,3.90852317592249e-06
Q5H777,Gamma-glutamylputrescine synthetase OS=Escherichia coli (strain K12) GN=puuA PE=3 SV=1,puuA,53125.22576,2.0329325373204777e-06,1.5811697512492603e-06,2.503518772811329e-06,4.68703890548888e-06,2.409401525713159e-06,3.990571276962419e-06,1.4004646368207737e-06,1.0145839237182755e-06,5.082331343301194e-06,8.63996328361203e-06,8.376434991737154e-06,6.908205937005698e-06,5.308212736336803e-07,6.701147993389724e-07,1.3195238043163473e-06,1.1839949684949819e-06,6.625854195711187e-07,1.0371720630218365e-06,2.4470484245524268e-06,4.197629220578395e-06,1.6206989950304918e-06,1.5774050613653337e-06
P33360,Putative osmoprotectant uptake system ATP-binding protein YehX OS=Escherichia coli (strain K12) GN=yehX PE=2 SV=1,yehX,34384.89123,1.9572549917296915e-06,1.1807511540003789e-06,,4.595041436750242e-07,1.9281724509907662e-06,1.5733654539758743e-06,2.7657496242718227e-06,2.0241448354292207e-06,1.9194476887690885e-06,3.955225540493879e-06,7.008892318081064e-07,2.620336920577195e-06,1.2447327436260148e-07,2.995501696109335e-06,1.2272832191826596e-06,1.3377968739905768e-06,2.544722314655989e-06,,,1.5297416428674858e-06,1.8322000665523119e-06,
P0ADQ2,Uncharacterized protein yiiD OS=Escherichia coli (strain K12) GN=yiiD PE=4 SV=1,yiiD,37052.70236,2.226558246641204e-06,3.3195959313559763e-06,2.1941719448718772e-06,2.585506424584574e-06,2.9687443288549382e-06,2.6826653298925534e-06,2.5072395286420346e-06,2.725847065584989e-06,2.9687443288549382e-06,4.615048002129041e-06,3.157664422509344e-06,3.4275502705870652e-06,2.177978793987214e-06,1.8892009365440519e-06,2.064626737794571e-06,5.1008425286689405e-06,3.805390457895876e-06,2.4640577929495985e-06,2.8068128200083055e-06,2.887778574431622e-06,2.7798242352005333e-06,2.6205915848346776e-06
P0A9R7,Cell division ATP-binding protein FtsE OS=Escherichia coli (strain K12) GN=ftsE PE=1 SV=1,ftsE,24405.87198,4.138348348412504e-06,5.490481967200747e-06,5.408534475152975e-06,2.3969641423973413e-06,3.4213077929944955e-06,4.097374602388617e-06,4.425164570579706e-06,4.7939282847946826e-06,3.867921624654855e-06,3.4663789136207706e-06,2.8312858502505346e-06,3.20004956446551e-06,2.8886490946839755e-06,3.5852027770900407e-06,5.121718252985772e-06,6.96553682406065e-06,4.752954538770796e-06,5.326586983105202e-06,5.203665745033544e-06,4.5890595546752516e-06,5.121718252985772e-06,6.268983141654585e-06
P46889,DNA translocase ftsK OS=Escherichia coli (strain K12) GN=ftsK PE=1 SV=2,ftsK,146553.5019,5.472404204624469e-07,1.0917514622692207e-06,6.134278528625183e-07,2.1152684581466147e-07,3.220666813694201e-07,4.899234686933127e-07,4.2032431297364994e-07,3.2138433670550183e-07,5.199466339057164e-07,3.391252979673766e-07,3.0705509876321825e-07,2.633850402724495e-07,4.680884394479283e-08,7.57402576949272e-08,2.3336187506004592e-07,8.597542765370113e-07,2.920435161570165e-07,4.373829295716065e-07,4.783236094067023e-07,1.5830396202903698e-07,3.862070797777368e-07,4.98111604660332e-07
P0A734,Cell division topological specificity factor OS=Escherichia coli (strain K12) GN=minE PE=1 SV=1,minE,10210.47912,3.418057036289204e-05,6.650030738224556e-05,5.053631606662548e-05,3.398469316883535e-05,4.2015658125159564e-05,4.681464937954842e-05,4.769609675280351e-05,4.838166693200192e-05,4.2995044095443e-05,4.3484737080584724e-05,3.3886754571807016e-05,3.2907368601523566e-05,9.568600929669204e-06,9.558807069966371e-06,5.5922938903184405e-05,5.2984780992334083e-05,4.035070197567771e-05,5.043837746959714e-05,5.171157923096561e-05,3.829399143808249e-05,5.053631606662548e-05,4.975280729039873e-05
P60293,Chromosome partition protein mukF OS=Escherichia coli (strain K12) GN=mukF PE=1 SV=1,mukF,50529.6168,8.925458544146331e-07,2.0186181186317645e-06,1.5377120374283148e-06,5.778789123926228e-07,8.351537706496123e-07,7.678665000285535e-07,8.98482966528256e-07,7.460970889452698e-07,8.945248917858407e-07,8.351537706496123e-07,7.639084252861384e-07,6.966211546650796e-07,1.642601018102318e-07,1.2091918338078512e-07,5.501723891957162e-07,6.807888556954186e-07,3.443525025901245e-07,7.421390142028545e-07,6.768307809530034e-07,4.6705281960499646e-07,6.154806224455674e-07,5.739208376502075e-07
P20605,Probable adenosine monophosphate-protein transferase fic OS=Escherichia coli (strain K12) GN=fic PE=1 SV=1,fic,22927.44971,4.710510822880352e-06,2.355255411440176e-06,,3.1534253008726807e-06,2.4075944205832907e-06,4.0039341994483e-06,2.7826906527756154e-06,2.167707295344014e-06,2.42067917286907e-06,3.0574704507769695e-06,3.942872022114665e-06,4.666894981927756e-06,3.5895837103986386e-06,6.760455347652358e-06,3.1098094599200853e-06,2.337809075059138e-06,3.306080744206766e-06,,,3.245018566873132e-06,1.3608142377209907e-06,
P61949,Flavodoxin-1 OS=Escherichia coli (strain K12) GN=fldA PE=1 SV=2,fldA,19706.53052,0.00014360721676136019,0.00020297839824927238,0.00020196350625802602,9.235517120341892e-05,0.00010808599706773752,0.00016136782660817155,0.00013244340485765022,0.00011519024100646207,9.438495518591165e-05,7.611689934347712e-05,6.698287142225988e-05,7.459456135660759e-05,0.00013599552682701246,0.0001354880808313893,0.00022276879207857643,0.00022429113006544596,0.0002374847259516487,0.00014665189273509928,0.00013396574284451975,0.00011874236297582435,0.00012939872888391112,0.00015832315063443245
P09148,Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2,galT,39602.51619,2.502366251794467e-06,8.004541895245671e-06,5.656206260362871e-06,1.6943367860283424e-06,1.9872474673685624e-06,2.487215699311352e-06,2.441764041862007e-06,2.853354050986627e-06,1.815541205893261e-06,1.9039194287114309e-06,1.5150552483114834e-06,1.2701213165011269e-06,9.24183701470005e-07,1.1564921728777657e-06,2.186729741729574e-06,2.8028522093762445e-06,1.9039194287114309e-06,2.25743231998411e-06,2.2826832407893017e-06,1.3130478818699523e-05,1.921595073275065e-06,1.8231164821348182e-06
P0A9S1,Lactaldehyde reductase OS=Escherichia coli (strain K12) GN=fucO PE=1 SV=1,fucO,40600.70263,6.871802257772899e-07,3.866928152223459e-06,1.1083552028665962e-06,3.497476417934593e-06,2.115726931694236e-06,1.958094191730987e-06,1.381749486240357e-06,1.689625931481078e-06,1.5024370527747196e-06,2.5615320244028002e-06,3.2265451461227584e-06,4.113229308416035e-06,8.965362085409803e-07,8.98999220102906e-07,3.9408184990812316e-07,6.773281795295867e-07,6.84717214215364e-07,8.842211507313513e-07,2.236414498228599e-06,3.1526547992649853e-06,2.2093213710474155e-06,8.300348963689845e-07
P0ACD8,Hydrogenase-1 large chain OS=Escherichia coli (strain K12) GN=hyaB PE=1 SV=1,hyaB,66193.03,1.8884163483677966e-08,5.589712391168677e-08,1.9035236791547393e-08,1.1345605420993721e-08,2.175455633319702e-08,3.535115404144515e-08,2.0092749946633357e-08,1.8733090175808543e-08,2.0545969870241628e-08,1.948845671515566e-08,2.2056702948935863e-08,2.235884956467471e-08,8.429890579113845e-09,9.185257118460962e-09,1.797772363646143e-08,4.4566625821479996e-08,2.3567436027630097e-08,2.03948965623722e-08,1.4231105601299715e-08,1.2267152598997205e-08,9.48740373419981e-09,1.737343040498373e-08
P23883,Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=puuC PE=3 SV=2,puuC,53367.43457,1.9112779323542442e-06,7.120447198966792e-07,1.0174744286944654e-06,4.647028698273065e-07,8.413370506147606e-07,2.7919648227527685e-06,1.20110701435203e-06,9.687555794383767e-07,6.4833545548487115e-06,9.462699567047974e-06,3.8038178457638392e-06,7.120447198966792e-07,8.95677305554244e-08,1.6676836860738013e-07,1.1092907215232476e-06,3.9162459594317357e-07,3.822555864708489e-07,1.5739935913505537e-06,6.127332194900371e-06,4.5158625656605174e-07,1.1598833726738013e-06,2.7544887848634692e-06
P52643,D-lactate dehydrogenase OS=Escherichia coli (strain K12) GN=ldhA PE=1 SV=1,ldhA,36493.43166,9.398951657811837e-06,1.0275821783321978e-05,6.987558812658947e-06,6.055884304304421e-06,6.329906218526339e-06,7.974037703857857e-06,8.604288106568272e-06,9.070125360745533e-06,1.0632050271810475e-05,9.42635384923403e-06,9.289342892123068e-06,9.837386720566908e-06,1.068685465465486e-05,6.0832864957266125e-06,4.9597966474167425e-06,9.618169189189372e-06,9.892191103411293e-06,5.781862390082501e-06,5.973677730037845e-06,4.576165967506055e-06,3.8089046076846804e-06,3.0416432478633062e-06
P76594,Uncharacterized protein yfiQ OS=Escherichia coli (strain K12) GN=yfiQ PE=4 SV=1,yfiQ,97907.95641,2.859828866486296e-07,3.145811753134926e-07,2.21636737152688e-07,4.054828785696641e-07,6.894230303136608e-07,5.546025266078782e-07,3.932264691418658e-07,7.282349935016892e-07,8.140298594962778e-07,1.1745725701640146e-06,1.634187923706455e-06,2.0835896027257302e-06,1.572905876567463e-07,2.645341701499824e-07,2.8700425410094615e-07,2.635128026976659e-07,2.165298998911053e-07,2.7168374231619817e-07,7.129144817169411e-07,7.302777284063221e-07,5.341751775615475e-07,3.278589521936075e-07
P77212,Probable pyridine nucleotide-disulfide oxidoreductase ykgC OS=Escherichia coli (strain K12) GN=ykgC PE=3 SV=2,rclA,48195.91189,3.008553927373361e-07,5.041921409322253e-07,5.498391660372005e-07,3.444275530648124e-07,3.382029587323158e-07,1.3009402154917916e-06,2.904810688498418e-07,2.282351255248757e-07,3.8384998383729093e-07,5.934113263646768e-07,8.548442883295346e-07,9.087907725445051e-07,2.0956134252738587e-06,1.944148296516441e-06,1.3092396746017869e-06,4.191226850547718e-07,2.5728323240985986e-06,4.4194619760725934e-07,4.0459863161227964e-07,9.253896907644961e-07,4.274221441647673e-07,3.4857728261981017e-07
P0A784,Oligoribonuclease OS=Escherichia coli (strain K12) GN=orn PE=1 SV=2,orn,20784.47498,8.467858830658805e-06,1.039237220126308e-05,8.756535836249446e-06,6.25466845446389e-06,6.350894122994103e-06,6.976360968440493e-06,6.832022465645173e-06,6.350894122994103e-06,5.244298934896647e-06,4.2339294153294025e-06,3.7239333721192703e-06,3.632518987015567e-06,6.302781288728997e-06,5.917878614608142e-06,1.1883870063481392e-05,1.299046525157885e-05,1.573289680468994e-05,9.863131024346905e-06,8.323520327863486e-06,7.698053482417096e-06,8.275407493598378e-06,9.237664178900514e-06
P07102,Periplasmic AppA protein OS=Escherichia coli (strain K12) GN=appA PE=1 SV=2,appA,47009.32358,1.508211448295849e-07,2.3825060960385767e-07,4.0630237887800733e-07,8.445133215422456e-08,1.052982604945621e-07,1.3635592924649354e-07,9.168393994577023e-08,1.1508355338900625e-07,2.2761442167511404e-07,1.8464422244298971e-07,2.8717707407607847e-07,3.041949747620683e-07,8.530222718852404e-07,1.3061238776497198e-06,2.5739574787559627e-07,5.020280702367001e-07,1.3039966400639711e-06,9.083304491147076e-08,1.076382218388857e-07,1.4273764200373977e-07,1.0487281297741236e-07,1.201889235948032e-07
P0AD59,Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) GN=ivy PE=1 SV=1,ivy,16843.30219,2.8319862377295508e-05,1.9592357619512618e-05,2.2323413530111348e-05,2.303586289809362e-05,2.43420200727278e-05,2.351082914341514e-05,1.7811234199556923e-05,2.2145301188115774e-05,2.273900899476767e-05,2.4935727879379695e-05,2.321397524008919e-05,2.2620267433437293e-05,3.912534445836005e-05,4.363752378891446e-05,5.776776958722963e-05,5.450237665064419e-05,5.0940129810732805e-05,4.411249003423598e-05,1.929550371618667e-05,1.9889211522838564e-05,1.73956387349006e-05,1.5436402972949334e-05
P0ADX7,Uncharacterized protein yhhA OS=Escherichia coli (strain K12) GN=yhhA PE=4 SV=1,yhhA,16595.39276,1.7836275662812334e-06,2.1873540762165125e-06,1.8619625607462875e-06,2.6453125053968297e-06,2.1451736945814838e-06,6.809118749654708e-06,1.946323324016346e-06,1.801704872696246e-06,1.657086421376146e-06,2.536848666906755e-06,2.434410597221684e-06,3.1816059290422004e-06,5.278573473183651e-05,3.705847815077563e-05,5.760634977583985e-06,4.579584291803167e-06,9.279683959706419e-06,2.0005552432613837e-06,2.4585136724417005e-06,4.81458927519833e-06,1.6992668030111753e-06,1.8920914047713084e-06
P0ADK0,Uncharacterized protein yiaF OS=Escherichia coli (strain K12) GN=yiaF PE=4 SV=2,yiaF,25628.95569,2.848340794021639e-05,5.072387715381002e-05,3.542867727358423e-05,1.8143540674247428e-05,2.067973453193793e-05,2.0952863101227674e-05,2.0523661063772356e-05,1.954820188773755e-05,1.8611761078744134e-05,1.6699861093715907e-05,1.3578391730404526e-05,1.412464886898402e-05,2.0874826367144886e-05,1.9431146786613372e-05,3.051236302636879e-05,3.5506714007667005e-05,3.2970520149976514e-05,2.4152369198621845e-05,2.0445624329689572e-05,1.6777897827798695e-05,2.0523661063772356e-05,2.3020836554421465e-05
P65556,Uncharacterized Nudix hydrolase yfcD OS=Escherichia coli (strain K12) GN=yfcD PE=1 SV=1,yfcD,20344.90063,2.354398326692638e-05,4.8709994608609696e-05,4.821847094959245e-05,1.759654699281763e-05,2.0988060240036673e-05,1.9857555824296992e-05,1.9955860556100444e-05,1.9366032165279738e-05,2.9933790834150668e-05,2.3445678535122932e-05,1.7350785163309005e-05,1.4598252672812393e-05,4.5515090824997555e-06,7.569464348865685e-06,2.6198211025619548e-05,1.897281323806594e-05,1.3959271916089966e-05,1.9316879799378017e-05,1.174741545051233e-05,1.4401643209205493e-05,1.4450795575107216e-05,1.685926150429175e-05
P62517,Glucans biosynthesis glucosyltransferase H OS=Escherichia coli (strain K12) GN=mdoH PE=1 SV=1,mdoH,96856.94256,1.4041326972070385e-06,1.7035433458761866e-06,1.9823049842922894e-06,7.09293502192085e-07,8.290577616597442e-07,1.0107690518865375e-06,7.082610516794327e-07,1.2802386356887702e-06,2.0752255304309912e-06,1.6725698304966194e-06,1.5486757689783513e-06,1.507377748472262e-06,7.392345670589998e-07,7.578186762867401e-07,5.7301003452199e-07,1.2492651203092034e-06,1.362834676700949e-06,1.2286161100561589e-06,1.1563445741705024e-06,6.710928332239522e-07,1.362834676700949e-06,1.2079670998031142e-06
